id;Consent_000_RAW;Consent_001_RAW;ExperimentsIssues_000_RAW;ExperimentsIssues_001_RAW;ExperimentsIssues_003_RAW;ExperimentsIssues_002_RAW;ExperimentsIssues_005_RAW;ExperimentsIssues_004_RAW;Goodbye_001_RAW
197;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;My friends do not have errors in their protocols""""]}";"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";NA;e1lu6ff0lft741k5srxc
198;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";"{""""Q0"""":""""qC1jq7GW1yAsZBMA8r1ybbYVXQDIyQw9GS""""}";cnr2x2vem5p1faqr4zzl
200;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Student (Master, PhD,...)""""}";"{""""Q0"""":""""0uxLQZ8O46hw3f37DqF5VFxjTQu7g1XVwhOEnlrljFkvd4v0TesL2NIucC7kvPxSBQ6eAk3XGQ0pVZ""""}";14ef3ok2y8lwy76tq3dq
195;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols""""]}";"{""""Q0"""":"""" Student (Master, PhD,...)""""}";NA;4hojljzgwwskoxzjymqx
194;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Errors in the coding of items"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";"{""""Q0"""":""""ruPSIbXtBmvxz0BuJxpjrnI9jpbqzObkxfXKq04Rfh""""}";j2hjq3wqvut8x2qm0hmr
196;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Early Career Academic""""}";"{""""Q0"""":""""3iPXsR2d9P67ED1EGtKjaDtTT8qdtsL7xJw7UlaE65s93tI4PvQG7J5bI3cyT""""}";o2eszd27mdvj0s5coed8
192;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Match between hypotheses and data not clear""""]}";"{""""Q0"""":"""" Senior academic""""}";NA;8qbs3e4p93f6k0hwebz0
193;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;My friends do not have errors in their protocols"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Student (Master, PhD,...)""""}";"{""""Q0"""":""""9svmvoDAedoa2ZGCE9BO8qqjXszWFKwFAbqYoQlLSzoaxBBz6K63FyZ8341DO0""""}";ajnv9znb11ovhkan6wlm
191;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Errors in the coding of items"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;My friends do not have errors in their protocols""""]}";"{""""Q0"""":"""" Senior academic""""}";NA;1ewxs5ofnh6hed26jtx8
190;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Senior academic""""}";"{""""Q0"""":""""kA04tvNQYSqFDmj8cuYZh0Drytm50o5B9T5QUfhCtRGvul54DL9oURGAZRZ6bSswmRdyIv5""""}";hfbtgfpkrdc3aqqhvj9t
189;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Senior academic""""}";"{""""Q0"""":""""yLG01moSBliQHJkwmGTxl1MzW5KriR4rnLIQ16Ur3Fikc0xTzOMjJ5OKqbyBgU""""}";btt5zoepaaaz890y4uwp
188;NA;NA;;"{""""Q0"""":"""" Often""""}";NA;"{""""Q0"""":[""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Senior academic""""}";"{""""Q0"""":""""tRI5H2SCEHwA8uKwxCxEK5yNSg0XR1PhQBNdzt9BclakxvJGAGT92XcZWGLB8YtjqvQze2SmXC""""}";qhwx8zyv2yh39qy0jzev
187;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Early Career Academic""""}";"{""""Q0"""":""""SR9a7GMzsZbOs9ZSmizDMU4aO11gLRS75""""}";yv462hjw1pnrhs8h2rvk
186;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;My friends do not have errors in their protocols""""]}";"{""""Q0"""":"""" Early Career Academic""""}";NA;s0qba2zevkxon10xzrzs
185;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";"{""""Q0"""":""""b63FBHNQ1UG0Ps3D7S5dNHfqcCo2fokLmbfzP884qykTbrATXEjE4aqNhXprhm""""}";8gy7rfuv3hb4aah4zfb7
184;NA;NA;;"{""""Q0"""":"""" Never""""}";"{""""Q0"""":"""" No, but my Research assistant is""""}";NA;"{""""Q0"""":"""" Student (Master, PhD,...)""""}";NA;1wn60xs9tuty4fc8su0j
183;NA;NA;;"{""""Q0"""":"""" Often""""}";NA;"{""""Q0"""":[""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over""""]}";"{""""Q0"""":"""" Early Career Academic""""}";NA;qe7rbwtrnm38ar6qglwl
182;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Student (Master, PhD,...)""""}";"{""""Q0"""":""""0qlAb0GZnM0CPATuVadmkk6buBMVBjl68YKv8SDn4lXBC1zFkvWIlhM""""}";ufqjx9qjhkh19x2zueqe
181;NA;NA;;"{""""Q0"""":"""" Often""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols""""]}";"{""""Q0"""":"""" Student (Master, PhD,...)""""}";NA;4a2l13723znfqoht84ro
180;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper""""]}";"{""""Q0"""":"""" Senior academic""""}";NA;w81fpzwnxutzq976l1qu
179;NA;NA;;"{""""Q0"""":"""" Never""""}";"{""""Q0"""":"""" No, but my Research assistant is""""}";NA;"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";NA;2yz0dxpmon3xgl2afd55
178;NA;NA;;"{""""Q0"""":"""" Never""""}";"{""""Q0"""":"""" No, but my Research assistant is""""}";NA;"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";NA;1wwfkv0uln0r783e6tua
177;NA;NA;;"{""""Q0"""":"""" Never""""}";"{""""Q0"""":"""" Of course""""}";NA;"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";NA;mxzvqu6crm3b01kwazgp
176;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Senior academic""""}";"{""""Q0"""":""""qi5WESe9eNJZ8veS6CvJGiN1WGATKvYByUUaigAxg9Zep47tYV89AYf9ZlZmfDH5aM9SHOJa9d0okeRRmSzNzT""""}";03fcrxsltuxczck15osv
175;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Important content errors"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;My friends do not have errors in their protocols""""]}";"{""""Q0"""":"""" Student (Master, PhD,...)""""}";NA;pp2b9nvh072axyjgp1sj
174;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";"{""""Q0"""":""""gQzs""""}";9um6o99349nf3z991yoa
173;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Important content errors"""",""""&nbsp;Data preparation was harder than it could have been""""]}";"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";NA;rrjlcf0t86lft4lp00fc
172;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Important content errors"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over""""]}";"{""""Q0"""":"""" Senior academic""""}";NA;o9hs6cp4zs6nqa0rud98
171;NA;NA;;"{""""Q0"""":"""" Never""""}";"{""""Q0"""":"""" Of course""""}";NA;"{""""Q0"""":"""" Early Career Academic""""}";NA;kqnxjb0wkb0r9loag986
170;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Senior academic""""}";"{""""Q0"""":""""YFgFKb8mMMLUXFPQZ1aeCwOPXIvxyXJhSfyXIaJG0ygy7TfOAgw""""}";mvxonk9vff9crzybycpv
169;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Important content errors"""",""""&nbsp;My friends do not have errors in their protocols"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Early Career Academic""""}";"{""""Q0"""":""""4rQU0cJz8YaLXw1F1MdpXvFYytlJGTS5AG6qHhSSadicjNGdi9i4j9e0Fw1R33NJ6UGHD0RT3BAC1GQ""""}";gv5xbgleuu5qoghb4tnv
168;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Data not what we expected"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;My friends do not have errors in their protocols""""]}";"{""""Q0"""":"""" Senior academic""""}";NA;gnn6nytbvbjnt9ok3qbs
167;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols""""]}";"{""""Q0"""":"""" Early Career Academic""""}";NA;wvmlzadqhx299kl0qobt
166;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;My friends do not have errors in their protocols""""]}";"{""""Q0"""":"""" Early Career Academic""""}";NA;xtwk6yeyf195r0u9p6ul
165;NA;NA;;"{""""Q0"""":"""" Often""""}";NA;"{""""Q0"""":[""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Early Career Academic""""}";"{""""Q0"""":""""kHUyRo6toXw3KVlB2CW4kJ26iEZNdAMvVVk7aD7jXCnGmM3Eqgj""""}";xv2ma2yg7he7yeye6xmd
164;NA;NA;;"{""""Q0"""":"""" Often""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Early Career Academic""""}";"{""""Q0"""":""""NFp5L4uYFfA5KaX5g1ifMT5bB5Zt8owE1WYIwZsrpWKMaGOgLXhdu7aQanxkt3a1KcrY0cSwxTGnmYVVTZjGY9pc6Ey2EoNxIC""""}";7uxrk4kff25nzr8tfdy7
163;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols""""]}";"{""""Q0"""":"""" Early Career Academic""""}";NA;9156mbyx35tqx3hrrbgp
162;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Early Career Academic""""}";"{""""Q0"""":""""cclRUul88r8myCkLqpHRkeSMDiha3cDFm7aKT4r0rC0B0ElXVun3MN5ycxdK99Q0JjYTaxV""""}";t9lmcnehhfl8lp8axorp
161;NA;NA;;"{""""Q0"""":"""" Never""""}";"{""""Q0"""":"""" Of course""""}";NA;"{""""Q0"""":"""" Senior academic""""}";NA;9wscefb5o1c9x02tcnus
159;NA;NA;;"{""""Q0"""":"""" Never""""}";"{""""Q0"""":"""" Of course""""}";NA;"{""""Q0"""":"""" Early Career Academic""""}";NA;pf7h4o6thgn7qd27s2uw
160;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Errors so bad that my friend had to start over""""]}";"{""""Q0"""":"""" Early Career Academic""""}";NA;o4o8fgwc4o73b9kc2o27
158;NA;NA;;"{""""Q0"""":"""" Never""""}";"{""""Q0"""":"""" No, but my Research assistant is""""}";NA;"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";NA;jkk1l3zbpkgxa7v8mf6z
157;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Early Career Academic""""}";"{""""Q0"""":""""huCA5pUuncWurJgwkoapjJs76sB7bVKLhIyWn6WydGqCb4sCHdjNbctg94LSzc""""}";wou0v7hgsuo7n2vwzbq0
156;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";"{""""Q0"""":""""m266tzUMUD0Mt""""}";dqferhpfd0p8zja92g59
155;NA;NA;;"{""""Q0"""":"""" Often""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Early Career Academic""""}";"{""""Q0"""":""""q3RL9CcjnzlGprSfl0Mi3Vv""""}";t4y4zztlm5yuxqgh8mf3
154;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Errors in the coding of items""""]}";"{""""Q0"""":"""" Student (Master, PhD,...)""""}";NA;fz8kawypwgrtq72thubm
153;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Senior academic""""}";"{""""Q0"""":""""JqYC0jJ8GLeu2nPwMcadLsAv9KDbYmmP6fROCVofgEbbZ7bss7WkwUCJCEPL7WDEI51thGNUsxa3""""}";z39uo151cwk1pv4zrg5b
152;NA;NA;;"{""""Q0"""":"""" Often""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Student (Master, PhD,...)""""}";"{""""Q0"""":""""WMoL3uYPr9uqxrmyOuUEu""""}";oqloyuy0sgucj9zq8qd1
151;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols""""]}";"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";NA;qc1j7enqy6z1mbprbqb7
150;NA;NA;;"{""""Q0"""":"""" Sometimes""""}";NA;"{""""Q0"""":[""""&nbsp;Spelling errors"""",""""&nbsp;Important content errors"""",""""&nbsp;Errors in the coding of items"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Some variables or questions asked to participants but not used in the analysis/paper"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";"{""""Q0"""":""""pRiXFHmfekFnwTOLBDwADOX0q6NTKccMhmfQEiPFFsjHvpqpTj4Yk3CKAmZRBAwuqjUaR7ATsVxl0dD3IaYUchCaAu91o49""""}";ewb079ct4nya2msj5cqs
149;NA;NA;;"{""""Q0"""":"""" Rarely""""}";NA;"{""""Q0"""":[""""&nbsp;Important content errors"""",""""&nbsp;Errors in participants balancing to conditions"""",""""&nbsp;Data preparation was harder than it could have been"""",""""&nbsp;Match between hypotheses and data not clear""""]}";"{""""Q0"""":"""" Student (Master, PhD,...)""""}";NA;smxsnl7qbtypalgagcj5
148;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Errors in the coding of items"""",""""&nbsp;Match between hypotheses and data not clear""""]}";"{""""Q0"""":"""" Postdoc or non-ternure track Academic""""}";NA;lwqzbhnk4bhddojcvrdz
146;NA;NA;;"{""""Q0"""":"""" Often""""}";NA;"{""""Q0"""":[""""&nbsp;Errors in the coding of items""""]}";"{""""Q0"""":"""" Early Career Academic""""}";NA;lcnudsxd1v1fdyjm7el1
147;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Errors in the coding of items"""",""""&nbsp;Match between hypotheses and data not clear"""",""""&nbsp;Errors so bad that my friend had to start over"""",""""&nbsp;My friends do not have errors in their protocols"""",""""&nbsp;Other""""]}";"{""""Q0"""":"""" Student (Master, PhD,...)""""}";"{""""Q0"""":""""vizfp43KBX8HdRwEMVi""""}";hbsch2cfj8lk75661tw8
145;NA;NA;;"{""""Q0"""":"""" Always""""}";NA;"{""""Q0"""":[""""&nbsp;Errors in the coding of items"""",""""&nbsp;Data not what we expected"""",""""&nbsp;Match between hypotheses and data not clear""""]}";"{""""Q0"""":"""" Senior academic""""}";NA;6b02al4h3dkghf36kwhm
