filename,project,experiment,version,datetime,id,success,procedure,trial_type,trial_index,time_elapsed,internal_node_id,view_history,rt,trialid,stimulus,button_pressed,response,question_order,input
38_Consent_original_2023-10-30T173350_lp4xgkzfl08a9g4ln6cy.csv,38,Consent,original,2023-10-30T173350,lp4xgkzfl08a9g4ln6cy,,Consent,instructions,2,3953,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":1198}]",1199,Consent_000,,,NA,NA,38_Consent_original_2023-10-30T173350_lp4xgkzfl08a9g4ln6cy.csv
38_Consent_original_2023-10-30T173350_lp4xgkzfl08a9g4ln6cy.csv,38,Consent,original,2023-10-30T173350,lp4xgkzfl08a9g4ln6cy,,Consent,html-button-response,3,6693,0.0-3.0,,2729.5999999940395,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-10-30T173350_lp4xgkzfl08a9g4ln6cy.csv
38_Consent_original_2023-10-30T173444_hlp9o34g0xpdt7n2vc2z.csv,38,Consent,original,2023-10-30T173444,hlp9o34g0xpdt7n2vc2z,true,Consent,fullscreen,1,7621,0.0-1.0-0.0,,,,,,NA,NA,38_Consent_original_2023-10-30T173444_hlp9o34g0xpdt7n2vc2z.csv
38_Consent_original_2023-10-30T173444_hlp9o34g0xpdt7n2vc2z.csv,38,Consent,original,2023-10-30T173444,hlp9o34g0xpdt7n2vc2z,,Consent,instructions,2,9378,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":1750}]",1751,Consent_000,,,NA,NA,38_Consent_original_2023-10-30T173444_hlp9o34g0xpdt7n2vc2z.csv
38_Consent_original_2023-10-30T173444_hlp9o34g0xpdt7n2vc2z.csv,38,Consent,original,2023-10-30T173444,hlp9o34g0xpdt7n2vc2z,,Consent,html-button-response,3,11400,0.0-3.0,,2012,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-10-30T173444_hlp9o34g0xpdt7n2vc2z.csv
38_Consent_original_2023-10-30T173510_esphjqrvfssms15z58lf.csv,38,Consent,original,2023-10-30T173510,esphjqrvfssms15z58lf,true,Consent,fullscreen,1,3637,0.0-1.0-0.0,,,,,,NA,NA,38_Consent_original_2023-10-30T173510_esphjqrvfssms15z58lf.csv
38_Consent_original_2023-10-30T173510_esphjqrvfssms15z58lf.csv,38,Consent,original,2023-10-30T173510,esphjqrvfssms15z58lf,,Consent,instructions,2,6987,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":3345}]",3346,Consent_000,,,NA,NA,38_Consent_original_2023-10-30T173510_esphjqrvfssms15z58lf.csv
38_Consent_original_2023-10-30T173510_esphjqrvfssms15z58lf.csv,38,Consent,original,2023-10-30T173510,esphjqrvfssms15z58lf,,Consent,html-button-response,3,8411,0.0-3.0,,1416.0999999940395,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-10-30T173510_esphjqrvfssms15z58lf.csv
38_Consent_original_2023-10-30T173626_2pqked5vawp4soxrdwx9.csv,38,Consent,original,2023-10-30T173626,2pqked5vawp4soxrdwx9,true,Consent,fullscreen,1,1232,0.0-1.0-0.0,,,,,,NA,NA,38_Consent_original_2023-10-30T173626_2pqked5vawp4soxrdwx9.csv
38_Consent_original_2023-10-30T173626_2pqked5vawp4soxrdwx9.csv,38,Consent,original,2023-10-30T173626,2pqked5vawp4soxrdwx9,,Consent,instructions,2,2901,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":1656}]",1657,Consent_000,,,NA,NA,38_Consent_original_2023-10-30T173626_2pqked5vawp4soxrdwx9.csv
38_Consent_original_2023-10-30T173626_2pqked5vawp4soxrdwx9.csv,38,Consent,original,2023-10-30T173626,2pqked5vawp4soxrdwx9,,Consent,html-button-response,3,4667,0.0-3.0,,1749,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-10-30T173626_2pqked5vawp4soxrdwx9.csv
38_Consent_original_2023-10-30T173909_a3mxta3zg3ddh67swze1.csv,38,Consent,original,2023-10-30T173909,a3mxta3zg3ddh67swze1,true,Consent,fullscreen,1,5745,0.0-1.0-0.0,,,,,,NA,NA,38_Consent_original_2023-10-30T173909_a3mxta3zg3ddh67swze1.csv
38_Consent_original_2023-10-30T173909_a3mxta3zg3ddh67swze1.csv,38,Consent,original,2023-10-30T173909,a3mxta3zg3ddh67swze1,,Consent,instructions,2,7738,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":1982}]",1982,Consent_000,,,NA,NA,38_Consent_original_2023-10-30T173909_a3mxta3zg3ddh67swze1.csv
38_Consent_original_2023-10-30T173909_a3mxta3zg3ddh67swze1.csv,38,Consent,original,2023-10-30T173909,a3mxta3zg3ddh67swze1,,Consent,html-button-response,3,133710,0.0-3.0,,125959,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-10-30T173909_a3mxta3zg3ddh67swze1.csv
38_Consent_original_2023-10-30T174003_9dgvdb8jnmkr1vddfgvf.csv,38,Consent,original,2023-10-30T174003,9dgvdb8jnmkr1vddfgvf,true,Consent,fullscreen,1,1186,0.0-1.0-0.0,,,,,,NA,NA,38_Consent_original_2023-10-30T174003_9dgvdb8jnmkr1vddfgvf.csv
38_Consent_original_2023-10-30T174003_9dgvdb8jnmkr1vddfgvf.csv,38,Consent,original,2023-10-30T174003,9dgvdb8jnmkr1vddfgvf,,Consent,instructions,2,4249,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":3054}]",3055,Consent_000,,,NA,NA,38_Consent_original_2023-10-30T174003_9dgvdb8jnmkr1vddfgvf.csv
38_Consent_original_2023-10-30T174003_9dgvdb8jnmkr1vddfgvf.csv,38,Consent,original,2023-10-30T174003,9dgvdb8jnmkr1vddfgvf,,Consent,html-button-response,3,5737,0.0-3.0,,1479.6000000238419,Consent_001,"
        <div title=""""logo""""><p style=""""margin-bottom: 0.2in; line-height: 100%""""><img src=""""controllers/media/logo.png"""" name=""""UAI"""" align=""""bottom"""" width=""""158"""" height=""""59"""" border=""""0""""/></p></div>
        <div>
        <h3 class=""""western"""" align=""""center"""">Informed Consent</h3><br/>
        <b>Name of the project: </b>Experiment errors <br/>
        <b>Principal Researcher: </b>Gorka Navarrete, Centro de Neurociencia Social y Cognitiva (CSCN).<br/>
        <b>Goal: </b>To create a live example of how a jsPsychR survey and it's data preparation works.<br/><br/>
        <b>Procedure: </b>You will have to answer 2 or 3 questions about errors found in research protocols.<br/><br/>
        <b>Associated risks: </b>There are no risks associated with this study. Although by responding, you reveal private information, it will be used only for research purposes, protecting your privacy and confidentiality, since only grouped data will be analyzed and not individual data.<br/><br/>
         <b>Benefits: </b>There may be no immediate benefits to you as a result of participating in this study. However, the results will improve our understanding of what types of errors are more common in our research.<br/><br/>
        <b>Confidentiality: </b>By selecting """"I agree to participate"""", you give permission to the research team to analyze your data. However, all information produced in this research is confidential, and therefore will only be used for research purposes. We will not keep your name in our database, nor will there be any way to later associate the information you give us with your identity. The information we will use, both in reports and in articles derived from the study, will consist only of grouped data (for example, averages). Confidential information will be stored with a password and privately only on the computer of the responsible researcher. If you want more information or know the results of this study, you can contact the person responsible for the project (Gorka Navarrete, email: <a href=""""mailto:gorkang@gmail.com"""">gorkang@gmail.com</a>)<br/><br/>
        <b>Voluntariness: </b>Participation in this study is voluntary. You can withdraw whenever you wish without any negative consequences for this. Your withdrawal does not mean that you cannot participate in another of our studies in the future. If you have a claim or feel that your rights were violated by any of the people carrying out this study, you can contact the University Ethics Committee Universidad Adolfo Ibáñez, whose president is Paola Cañon in the phone number (562) 2331-1277, o the email: <a href=""""mailto:paola.canon.g@uai.cl"""">paola.canon.g@uai.cl</a>. <br/><br/>
        <em>When selecting “I agree to participate” you declare that you are willing to voluntarily participate in this research: </em>
        <BR><BR>
        </div>",0,NA,NA,38_Consent_original_2023-10-30T174003_9dgvdb8jnmkr1vddfgvf.csv
38_Consent_original_2023-10-30T174036_oh58scusso9f6rtph8bk.csv,38,Consent,original,2023-10-30T174036,oh58scusso9f6rtph8bk,true,Consent,fullscreen,1,2402,0.0-1.0-0.0,,,,,,NA,NA,38_Consent_original_2023-10-30T174036_oh58scusso9f6rtph8bk.csv
38_Consent_original_2023-10-30T174036_oh58scusso9f6rtph8bk.csv,38,Consent,original,2023-10-30T174036,oh58scusso9f6rtph8bk,,Consent,instructions,2,3302,0.0-2.0,"[{""""page_index"""":0,""""viewing_time"""":895}]",896,Consent_000,,,NA,NA,38_Consent_original_2023-10-30T174036_oh58scusso9f6rtph8bk.csv
